Date/Time,LV ActivePower (kW),Wind Speed (m/s),Wind Direction (°),Theoretical_Power_Curve (KWh),
03 01 2018 17:10,65.98790741,3.801294088,221.5258942,93.00718811,
03 01 2018 17:20,157.8495026,4.43715477,225.1553955,208.8146524,
03 01 2018 17:30,50.42205048,3.677906036,220.4692993,74.4575207,
03 01 2018 17:40,88.1881485,4.115369797,222.5281067,144.7212631,
03 01 2018 17:50,242.3132935,4.987364769,220.7682037,332.9015993,
03 01 2018 18:00,262.8019104,4.871101856,222.9488983,304.9535561,
03 01 2018 18:10,584.6671143,5.921298981,212.7292938,598.7577677,
03 01 2018 18:20,298.586792,5.030583858,216.0464935,343.5487361,
03 01 2018 18:30,279.7724915,4.997858047,206.8820038,335.4735677,
03 01 2018 18:40,823.4796143,6.434377193,208.842804,780.5598676,
03 01 2018 18:50,883.265625,6.996636868,212.2098999,1014.475559,
03 01 2018 19:00,1155.17395,7.625429153,205.5773926,1323.35127,
03 01 2018 19:10,1400.389038,8.103025436,198.4824066,1589.535548,
03 01 2018 19:20,1205.10498,7.518618107,207.7772064,1267.568261,
03 01 2018 19:30,1292.051025,7.688251019,199.1479034,1356.847422,
03 01 2018 19:40,1856.177002,8.459005356,192.9795074,1802.775046,
03 01 2018 19:50,1928.175049,9.077300072,194.6878967,2193.93789,
03 01 2018 20:00,1604.427002,8.439414978,196.0083008,1790.767706,
03 01 2018 20:10,1599.995972,7.987431049,203.3475037,1522.807198,
03 01 2018 20:20,1456.094971,7.939982891,209.9878998,1495.816905,
03 01 2018 20:30,1386.623047,7.719861984,213.6096039,1373.888155,
03 01 2018 20:40,1460.360962,7.774147034,214.1114044,1403.435097,
03 01 2018 20:50,1894.795044,8.582259178,210.4824066,1878.957276,
03 01 2018 21:00,1760.422974,8.339191437,212.0424042,1729.804577,
03 01 2018 21:10,2010.977051,9.083572388,214.585495,2198.000295,
03 01 2018 21:20,1828.81604,8.675281525,211.3721008,1937.131478,
03 01 2018 21:30,1960.692993,9.150783539,208.8197937,2241.613462,
03 01 2018 21:40,1900.447998,9.191649437,204.3585052,2268.199522,
03 01 2018 21:50,1549.958008,8.260289192,201.8890991,1682.388913,
03 01 2018 22:00,1692.688965,8.48968792,194.9138947,1821.638384,
03 01 2018 22:10,1931.083984,8.78850174,194.1036072,2008.641646,
03 01 2018 22:20,2060.147949,8.9564991,193.3457947,2115.986258,
03 01 2018 22:30,2069.625,9.095618248,195.2973938,2205.805875,
03 01 2018 22:40,2037.266968,8.725904465,199.5845032,1969.014282,
03 01 2018 22:50,1594.845947,8.112092018,197.5211029,1594.82568,
03 01 2018 23:00,994.5827026,6.856678963,200.4409943,952.7545786,
03 01 2018 23:10,1137.285034,7.279873848,200.8896942,1147.124788,
03 01 2018 23:20,1267.858032,7.534298897,199.7960968,1275.663238,
03 01 2018 23:30,1002.463013,6.945837021,196.680603,991.791762,
03 01 2018 23:40,1172.348022,7.085527897,199.6690063,1054.959522,
03 01 2018 23:50,1252.139038,7.406904221,197.4501953,1210.225036,
04 01 2018 00:00,1121.166992,6.934106827,196.3952026,986.5997761,
04 01 2018 00:10,1183.020996,7.151297092,194.0278931,1085.577233,
04 01 2018 00:20,932.3084106,6.571721077,191.2942047,834.3322217,
04 01 2018 00:30,989.5076904,6.759712219,190.1013947,911.3914755,
04 01 2018 00:40,750.5510254,6.414824963,185.5180969,773.0743738,
04 01 2018 00:50,825.7661743,6.523455143,187.6056976,815.1962332,
04 01 2018 01:00,1116.487061,7.062949181,192.7353973,1044.579697,
04 01 2018 01:10,986.7598877,6.692947865,196.0746002,883.5576994,
04 01 2018 01:20,1018.14502,6.809185982,194.8430023,932.3551445,
04 01 2018 01:30,659.1777954,6.096306801,192.4667969,656.9602747,
04 01 2018 01:40,729.4874268,6.142684937,190.7617035,673.1894828,
04 01 2018 01:50,864.5026245,6.430369854,194.5778046,779.022258,
04 01 2018 02:00,1342.239014,7.538290977,197.9828033,1277.729355,
04 01 2018 02:10,1279.098022,7.363255978,197.254303,1188.27897,
04 01 2018 02:20,1351.391968,7.46066618,201.2154999,1237.646646,
04 01 2018 02:30,1039.727051,7.031758785,199.337204,1030.349722,
04 01 2018 02:40,876.0166016,6.874794006,194.1508026,960.6072518,
04 01 2018 02:50,754.0079956,6.345135212,196.0812073,746.7335706,
04 01 2018 03:00,1122.334961,7.185342789,198.135498,1101.653759,
04 01 2018 03:10,907.7965698,6.635414124,199.4308014,859.9864071,
04 01 2018 03:20,1009.737,6.927267075,194.1383057,983.5802763,
04 01 2018 03:30,1806.98999,8.333586693,193.2097015,1726.419178,
04 01 2018 03:40,2374.843994,9.532950401,191.9416962,2465.780065,
04 01 2018 03:50,1779.208984,8.42602253,189.827301,1782.575933,
04 01 2018 04:00,1334.980957,7.494080067,192.1376038,1254.910872,
04 01 2018 04:10,1562.947021,8.009915352,192.0973053,1535.679929,
04 01 2018 04:20,1562.116943,7.944521904,194.2440033,1498.388472,
04 01 2018 04:30,1464.977051,7.72806406,200.2335968,1378.329691,
04 01 2018 04:40,1312.358032,7.462277889,205.0283966,1238.475456,
04 01 2018 04:50,767.0369873,6.420166969,200.6712952,775.1153796,
04 01 2018 05:00,283.2593079,4.7484622,201.9185028,276.5245875,
04 01 2018 05:10,687.1071777,6.264211178,208.1761017,716.8074668,
04 01 2018 05:20,465.7536011,5.50088501,200.7915955,469.2545248,
04 01 2018 05:30,355.6220093,5.27207613,208.0086975,405.760119,
04 01 2018 05:40,467.8251953,5.701906204,217.7465057,529.0010043,
04 01 2018 05:50,865.3469849,6.579235077,212.3013,837.3348199,
04 01 2018 06:00,1512.972046,7.678398132,208.9172974,1351.561187,
04 01 2018 06:10,1491.698975,7.89579916,217.2373962,1470.901705,
04 01 2018 06:20,2004.44104,8.964849472,221.3515015,2121.355873,
04 01 2018 06:30,1581.483032,8.083142281,219.8023987,1577.962305,
04 01 2018 06:40,1431.620972,7.799798965,214.5469971,1417.519324,
04 01 2018 06:50,1523.792969,7.978303909,216.9134064,1517.596799,
04 01 2018 07:00,1693.270996,8.155491829,215.3661041,1620.257833,
04 01 2018 07:10,1775.037964,8.248645782,211.0007935,1675.437185,
04 01 2018 07:20,1875.410034,8.495847702,210.1282959,1825.433662,
04 01 2018 07:30,1558.057983,7.96182394,208.8327026,1508.211169,
04 01 2018 07:40,1811.088989,8.35203743,204.2586975,1737.573598,
04 01 2018 07:50,1686.125977,8.135239601,198.5278015,1608.367728,
04 01 2018 08:00,2362.262939,9.599003792,198.7720032,2516.478296,
04 01 2018 08:10,2000.86499,8.982050896,197.4006958,2132.426304,
04 01 2018 08:20,1169.964966,7.2846632,189.5783997,1149.461729,
04 01 2018 08:30,1309.223999,7.521474838,182.8565979,1269.040544,
04 01 2018 08:40,759.0145264,6.215313911,186.8215027,699.0669586,
04 01 2018 08:50,498.1903076,5.501014233,195.8029938,469.2917094,
04 01 2018 09:00,332.4820862,5.106607914,195.1764069,362.6279759,
04 01 2018 09:10,253.5845032,4.649808884,191.6334991,254.4003993,
04 01 2018 09:20,180.4122925,4.374350071,206.2425995,195.8669199,
04 01 2018 09:30,258.3656921,4.833168983,196.2194977,296.0476529,
04 01 2018 09:40,133.0052948,4.907478809,187.0084991,313.5912843,
04 01 2018 12:40,0,2.888112068,0,0,
04 01 2018 12:50,0,2.386636019,139.2751007,0,
04 01 2018 13:00,0,2.476815939,153.8556061,0,
04 01 2018 13:10,0,1.77384305,144.0395966,0,
04 01 2018 13:20,0,2.48486495,142.8634033,0,
04 01 2018 13:30,0,2.764512062,133.9111023,0,
04 01 2018 13:40,0,2.5070889,103.2738037,0,
04 01 2018 13:50,0,3.441704035,79.09410858,45.74272546,
04 01 2018 14:00,0,2.484878063,106.4503021,0,
04 01 2018 14:10,0,2.436743021,102.7186966,0,
04 01 2018 14:20,0,2.359375954,107.3701019,0,
04 01 2018 14:30,0,3.021173,94.58883667,16.71339969,
04 01 2018 14:40,0,3.395319939,97.73842621,41.15246635,
04 01 2018 14:50,0,3.413508892,101.6998978,42.91145285,
04 01 2018 15:00,0,5.160031796,81.87310028,376.3091657,
04 01 2018 15:10,0,5.161472797,62.48146057,376.6813732,
04 01 2018 15:20,0,5.414981842,61.62747955,444.8721366,
04 01 2018 15:30,0,6.778621197,67.9675827,919.3695705,
04 01 2018 15:40,0,4.436894894,0,208.7606108,
04 01 2018 15:50,210.7194977,5.013915062,50.42341995,339.4254412,
04 01 2018 16:00,338.6500854,5.274309158,47.2641716,406.3577312,
04 01 2018 16:10,518.5518188,5.915596962,43.18653107,596.8819872,
04 01 2018 16:20,504.067688,5.858211994,42.6594696,578.1937936,
04 01 2018 16:30,446.7330017,5.650877953,52.86571121,513.468126,
04 01 2018 16:40,705.7045288,6.349774837,53.7215004,748.4708008,
04 01 2018 16:50,795.3168945,6.636434078,53.08805084,860.4009723,
04 01 2018 17:00,1012.676025,7.010248184,52.78892899,1020.608833,
04 01 2018 17:10,1240.823975,7.559226036,55.33359909,1288.599129,
04 01 2018 17:20,1282.074951,7.404004097,51.70399094,1208.758132,
04 01 2018 17:30,941.5869141,6.80051899,53.39633179,928.6616421,
04 01 2018 17:40,590.8366699,5.82537508,45.68770981,567.653659,
04 01 2018 17:50,650.5629272,6.080101967,45.51879883,651.3438616,
04 01 2018 18:00,871.5112305,6.582440853,40.36516953,838.6177863,
04 01 2018 18:10,914.1212158,6.643204212,46.86555862,863.1557364,
04 01 2018 18:20,835.84198,6.345364094,38.58917999,746.8192169,
04 01 2018 18:30,624.9906006,6.042553902,48.70145035,638.4379438,
04 01 2018 18:40,591.9558716,5.757640839,41.20378113,546.2595924,
04 01 2018 18:50,509.3490906,5.694249153,46.98265076,526.6539705,
04 01 2018 19:00,1190.81604,7.068666935,33.49834061,1047.201966,
04 01 2018 19:10,963.7324829,6.641551018,33.8251915,862.482569,
04 01 2018 19:20,980.9760742,6.690164089,27.36738968,882.4084228,
04 01 2018 19:30,777.8479004,6.36333704,29.67544937,753.5623423,
04 01 2018 19:40,980.223877,6.827414036,40.88489151,940.1524784,
04 01 2018 19:50,962.4301758,6.71631813,41.12696838,893.2415095,
04 01 2018 20:00,462.7698975,5.415152073,41.6153717,444.919796,
04 01 2018 20:10,1139.240967,6.953413963,35.44075012,995.1545635,
04 01 2018 20:20,1418.631958,7.42373991,36.21514893,1218.765432,
04 01 2018 20:30,1716.139038,8.381437302,39.72340012,1755.404476,
04 01 2018 20:40,1312.791016,7.493074894,46.13137817,1254.389015,
04 01 2018 20:50,1222.020996,7.380391121,45.09289932,1196.860929,
04 01 2018 21:00,703.7221069,6.244694233,42.08800888,709.6956846,
04 01 2018 21:10,470.8012085,5.493409157,33.02647018,467.1059234,
04 01 2018 21:20,387.34021,5.124141216,30.50971031,367.0928112,
04 01 2018 21:30,402.4747925,5.285066128,27.65151978,409.242485,
04 01 2018 21:40,460.2911987,5.539794922,28.00427055,480.5208029,
04 01 2018 21:50,619.8723755,6.015673161,25.7741394,629.2911153,
04 01 2018 22:00,470.2001038,5.59703207,23.50094986,497.3508864,
04 01 2018 22:10,691.0140991,6.277314186,23.72624969,721.6050696,
04 01 2018 22:20,826.9951782,6.49335289,20.42690086,803.3932558,
04 01 2018 22:30,892.4243774,6.786591053,25.21842003,922.7448934,
04 01 2018 22:40,907.1884155,6.764401913,30.23693085,913.3662189,
04 01 2018 22:50,545.2653198,5.724936962,29.67219925,536.095229,
04 01 2018 23:00,688.8358154,6.238166809,30.00231934,707.326293,
04 01 2018 23:10,591.9088745,5.945401192,29.64308929,606.7245764,
04 01 2018 23:20,660.6942749,6.17223978,30.39785957,683.651641,
04 01 2018 23:30,747.4074707,6.351617813,30.28310966,749.1615205,
04 01 2018 23:40,1174.243042,7.168983936,18.97281075,1093.909493,
04 01 2018 23:50,873.4810181,6.629221916,17.22633934,857.4721041,
05 01 2018 00:00,845.2050171,6.55459404,12.58047009,827.511985,
05 01 2018 00:10,837.0637207,6.395040989,9.429060936,765.5427556,
05 01 2018 00:20,949.4943237,6.797101021,4.961769104,927.2075123,
05 01 2018 00:30,1045.36499,6.920464993,358.1897888,980.5831564,
05 01 2018 00:40,791.0836182,6.278329849,351.8651123,721.977722,
05 01 2018 00:50,994.7495728,6.682812214,2.56614089,879.3775226,
05 01 2018 01:00,933.4232178,6.721062183,7.876725197,895.2150304,
05 01 2018 01:10,1049.432983,7.131796837,14.10332012,1076.439327,
05 01 2018 01:20,671.7241211,6.148598194,20.33539009,675.2752484,
05 01 2018 01:30,966.8311768,6.896099091,21.0418396,969.8939666,
05 01 2018 01:40,982.2590942,6.926294804,22.93596077,983.1515252,
05 01 2018 01:50,825.6619263,6.567954063,33.37145996,832.8293134,
05 01 2018 02:00,723.1392212,6.398931026,32.30049896,767.0202867,
05 01 2018 02:10,418.6412048,5.446605206,30.16810989,453.7702746,
05 01 2018 02:20,327.2762146,5.108693123,27.08235931,363.1576895,
05 01 2018 02:30,388.316803,5.232514858,22.60456085,395.2422704,
05 01 2018 02:40,167.2218018,4.243929863,30.59626007,169.6759343,
05 01 2018 02:50,137.2467957,4.137093067,32.78860855,148.8807431,
05 01 2018 03:00,130.7671051,4.160939217,30.18254089,153.4730055,
05 01 2018 03:10,117.8118973,4.124106884,31.8532505,146.3914796,
05 01 2018 03:20,111.3429031,4.126059055,26.32125092,146.7651643,
05 01 2018 03:30,114.2955017,4.204703808,25.67859077,161.9741682,
05 01 2018 03:40,143.7870941,4.355268002,27.08256912,191.9770866,
05 01 2018 03:50,88.93582916,3.952167034,36.21786118,118.99911,
05 01 2018 04:00,183.6699982,4.434104919,29.74682045,208.1806792,
05 01 2018 04:10,82.14437866,3.678040981,25.84374046,74.47647719,
05 01 2018 04:20,139.9472046,4.063600063,21.24472046,134.8987308,
05 01 2018 04:30,434.5010986,5.488460064,17.45406914,465.6863498,
05 01 2018 04:40,474.0610962,5.625834942,12.99639034,505.9375911,
05 01 2018 04:50,415.1499939,5.394489765,12.51430988,439.1538423,
05 01 2018 05:00,435.0263977,5.4572649,12.40832996,456.7899831,
05 01 2018 05:10,402.3875122,5.450904846,15.87475014,454.9870522,
05 01 2018 05:20,257.2170105,4.76416111,9.024561882,280.1054557,
05 01 2018 05:30,137.417099,4.101181984,7.712677002,142.0168107,
05 01 2018 05:40,102.3587036,3.941123009,7.581837177,116.9729377,
05 01 2018 05:50,92.7376709,3.87789607,11.42055988,105.7487951,
05 01 2018 06:00,78.11549377,3.836927891,29.3313694,98.81755605,
05 01 2018 06:10,110.3116989,4.130588055,25.04413033,147.6328107,
05 01 2018 06:20,102.552803,4.081981182,24.68565941,138.371917,
05 01 2018 06:30,77.85061646,3.839956999,24.07126999,99.32084475,
05 01 2018 06:40,81.45278168,3.975877047,23.42119026,123.4149463,
05 01 2018 06:50,66.64151001,3.820688963,39.26622009,96.14447672,
05 01 2018 07:00,90.01490784,3.98053503,52.09212112,124.2930366,
05 01 2018 07:10,112.0342026,4.142834187,52.06705093,149.9838297,
05 01 2018 07:20,82.11415863,3.929188967,52.53002167,114.8054178,
05 01 2018 07:30,13.93430996,3.227394104,62.52310944,27.41325761,
05 01 2018 07:40,0,2.693974972,63.97663116,0,
05 01 2018 07:50,0,3.76078701,72.28019714,86.64893432,
05 01 2018 08:00,55.44535065,3.734816074,69.53996277,82.71048743,
05 01 2018 08:10,22.78053093,3.310203075,74.86411285,33.62457425,
05 01 2018 08:20,4.355070114,2.853812933,85.75393677,0,
05 01 2018 08:30,0,2.664561987,84.46118164,0,
05 01 2018 08:40,0,3.140161991,92.12463379,22.05681442,
05 01 2018 08:50,0,2.632610083,101.8510971,0,
05 01 2018 09:00,0,1.738193035,99.7596817,0,
05 01 2018 09:10,0,1.935835004,75.03088379,0,
05 01 2018 09:20,0,1.757176995,73.65454865,0,
05 01 2018 09:30,0,1.542072058,65.50054169,0,
05 01 2018 09:40,0,1.623093009,53.91765976,0,
05 01 2018 09:50,0,2.062084913,44.93912125,0,
05 01 2018 10:00,0,2.059083939,40.33227158,0,
05 01 2018 10:10,0,2.153846025,36.03804016,0,
05 01 2018 10:20,0,2.047363997,56.5520401,0,
05 01 2018 10:30,0,1.635233045,65.39498138,0,
05 01 2018 10:40,0,0.8386815786,64.3360672,0,
05 01 2018 10:50,0,1.287089944,30.20119095,0,
05 01 2018 11:00,0,1.370728016,24.33827972,0,
05 01 2018 11:10,0,2.464360952,307.5815125,0,
05 01 2018 11:20,0,3.067440033,308.2029114,18.5219337,
05 01 2018 11:30,0,2.977355957,307.5805969,0,
05 01 2018 11:40,0,2.896075964,313.1120911,0,
05 01 2018 11:50,0,2.201855898,338.1872864,0,
05 01 2018 12:00,0,3.418040991,308.2749023,43.35797331,
05 01 2018 12:10,0,3.209656954,296.4602051,26.22550558,
05 01 2018 12:20,0,3.092607975,302.644989,19.64955416,
05 01 2018 12:30,0,2.95758605,306.2347107,0,
05 01 2018 12:40,0,3.802710056,302.2344971,93.23419656,
05 01 2018 12:50,0,2.681519032,300.1575012,0,
05 01 2018 13:00,0,2.174657106,308.3120117,0,
05 01 2018 13:10,0,2.12748909,285.7166138,0,
05 01 2018 13:20,0,1.911278009,263.1394043,0,
05 01 2018 13:30,0,1.717532039,250.1069031,0,
05 01 2018 13:40,0,1.953783989,235.3231049,0,
05 01 2018 13:50,0,2.104336023,231.5205994,0,
05 01 2018 14:00,0,2.173634052,261.1196899,0,
05 01 2018 14:10,0,1.786031008,250.3791046,0,
05 01 2018 14:20,0,1.511755943,283.2633972,0,
05 01 2018 14:30,0,1.59967804,323.84729,0,
05 01 2018 14:40,0,1.383831024,311.7663879,0,
05 01 2018 14:50,0,1.28223002,289.660614,0,
05 01 2018 15:00,0,1.768030047,253.3930969,0,
05 01 2018 15:10,0,1.630704045,238.4373932,0,
05 01 2018 15:20,0,1.433897018,234.3511963,0,
05 01 2018 15:30,0,1.669222951,247.1123962,0,
05 01 2018 15:40,0,1.545390964,236.2960968,0,
05 01 2018 15:50,0,1.981886983,235.3430939,0,
05 01 2018 16:00,0,2.633574963,236.8869019,0,
05 01 2018 16:10,0,2.414356947,229.2657928,0,
05 01 2018 16:20,0,2.152529955,242.2501984,0,
05 01 2018 16:30,0,2.120126009,234.2127991,0,
05 01 2018 16:40,0,2.23940897,236.4194946,0,
05 01 2018 16:50,0,2.801307917,243.9626007,0,
05 01 2018 17:00,0,3.201854944,241.4969025,25.7189917,
05 01 2018 17:10,0,2.875705957,236.6499023,0,
05 01 2018 17:20,0,2.854813099,231.9618073,0,
05 01 2018 17:30,0,2.863102913,214.8110046,0,
05 01 2018 17:40,0,2.499380112,203.1401978,0,
05 01 2018 17:50,0,2.928209066,208.8934021,0,
05 01 2018 18:00,0,2.825680017,222.7451019,0,
05 01 2018 18:10,0,2.271142006,225.7310944,0,
05 01 2018 18:20,0,2.446209908,231.9817047,0,
05 01 2018 18:30,0,2.877877951,224.1681976,0,
05 01 2018 18:40,0,2.957370043,208.3934021,0,
05 01 2018 18:50,0,3.568568945,208.1672058,60.05585785,
05 01 2018 19:00,0,2.449913979,224.892395,0,
05 01 2018 19:10,0,1.791203976,243.6520996,0,
05 01 2018 19:20,0,1.930189967,252.5655975,0,
05 01 2018 19:30,0,1.660967946,233.1425934,0,
05 01 2018 19:40,0,2.148116112,257.0335999,0,
05 01 2018 19:50,0,2.624979019,258.8557129,0,
05 01 2018 20:00,0,2.289019108,253.5534973,0,
05 01 2018 20:10,0,2.671096087,253.2687988,0,
05 01 2018 20:20,0,2.723583937,245.9183044,0,
05 01 2018 20:30,0,2.813057899,244.0549927,0,
05 01 2018 20:40,0,2.679502964,251.0276031,0,
05 01 2018 20:50,0,2.554055929,241.9400024,0,
05 01 2018 21:00,0,2.330497026,238.5106049,0,
05 01 2018 21:10,0,1.548683047,209.9880066,0,
05 01 2018 21:20,0,1.566717982,188.5220947,0,
05 01 2018 21:30,0,2.107630014,197.4953003,0,
05 01 2018 21:40,0,1.79004705,185.6945038,0,
05 01 2018 21:50,0,1.783530951,205.5852966,0,
05 01 2018 22:00,0,1.452373028,231.9136047,0,
05 01 2018 22:10,0,2.141073942,221.9756012,0,
05 01 2018 22:20,0,2.596193075,227.854599,0,
05 01 2018 22:30,0,2.092180014,212.6759033,0,
05 01 2018 22:40,0,1.928406954,186.9420013,0,
05 01 2018 22:50,0,1.896306992,207.5079041,0,
05 01 2018 23:00,0,1.386492014,227.8764954,0,
05 01 2018 23:10,0,1.383507013,243.2460938,0,
05 01 2018 23:20,0,1.208117008,226.5276031,0,
05 01 2018 23:30,0,1.212676048,232.8432007,0,
05 01 2018 23:40,0,1.216743946,275.9594116,0,
05 01 2018 23:50,0,0.8581714034,258.8037109,0,
06 01 2018 00:00,0,0.5288957953,215.6981049,0,
06 01 2018 00:10,0,0.7247728705,216.8983002,0,
06 01 2018 00:20,0,1.208716989,269.7489014,0,
06 01 2018 00:30,0,0.6809914708,249.2165985,0,
06 01 2018 00:40,0,1.802721024,183.5424957,0,
06 01 2018 00:50,0,1.805271029,170.5200958,0,
06 01 2018 01:00,0,0.7726557255,140.0912933,0,
06 01 2018 01:10,0,0.6776608825,313.6976013,0,
06 01 2018 01:20,0,0.8507230878,259.1706848,0,
06 01 2018 01:30,0,0.7786285281,265.1947937,0,
06 01 2018 01:40,0,0.6615433097,239.1564026,0,
06 01 2018 01:50,0,0.6620262265,246.4013062,0,
06 01 2018 02:00,0,0.7369347215,215.3847961,0,
